age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,4.0,114973,11.0,9,5.0,4.0,4.0,0.0,0.0,0,0,30,38.0,0
51,6.0,149220,15.0,10,2.0,5.0,0.0,0.0,1.0,0,0,75,38.0,0
21,4.0,169699,15.0,10,4.0,8.0,1.0,0.0,0.0,0,0,35,38.0,0
23,4.0,149574,15.0,10,3.0,8.0,1.0,0.0,1.0,0,0,45,38.0,0
30,4.0,156718,11.0,9,4.0,13.0,1.0,0.0,0.0,0,0,40,38.0,0
41,6.0,123502,15.0,10,4.0,12.0,3.0,0.0,1.0,0,0,40,38.0,0
43,4.0,134120,11.0,9,0.0,12.0,2.0,0.0,0.0,0,0,46,38.0,0
44,2.0,113597,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
29,4.0,159109,1.0,7,4.0,14.0,4.0,0.0,1.0,0,0,40,38.0,0
71,4.0,155093,8.0,11,6.0,1.0,1.0,0.0,0.0,0,0,20,38.0,0
26,4.0,143068,15.0,10,2.0,4.0,0.0,0.0,1.0,2407,0,50,38.0,0
68,4.0,146011,11.0,9,6.0,3.0,1.0,0.0,0.0,3273,0,42,38.0,0
38,4.0,166744,9.0,13,2.0,1.0,5.0,0.0,0.0,0,0,40,38.0,0
29,4.0,119170,15.0,10,5.0,13.0,4.0,0.0,0.0,0,0,40,38.0,0
23,4.0,131230,9.0,13,4.0,11.0,3.0,0.0,1.0,0,0,50,38.0,0
47,4.0,138342,1.0,7,2.0,5.0,0.0,0.0,1.0,0,0,40,38.0,0
17,0.0,139183,0.0,6,4.0,0.0,3.0,0.0,0.0,0,0,15,38.0,0
36,4.0,169926,11.0,9,0.0,12.0,1.0,0.0,0.0,0,0,40,38.0,0
56,5.0,142076,15.0,10,2.0,5.0,0.0,0.0,1.0,0,0,60,38.0,0
67,0.0,126514,15.0,10,6.0,0.0,1.0,0.0,0.0,0,0,4,38.0,0
25,4.0,108779,12.0,14,5.0,8.0,3.0,0.0,0.0,0,0,40,38.0,0
47,4.0,169180,12.0,14,4.0,10.0,1.0,0.0,0.0,0,0,35,38.0,0
51,4.0,153064,11.0,9,2.0,14.0,0.0,0.0,1.0,5013,0,40,38.0,0
51,4.0,145105,15.0,10,4.0,14.0,1.0,0.0,1.0,0,0,30,38.0,0
21,4.0,153542,0.0,6,2.0,5.0,0.0,0.0,1.0,0,0,30,38.0,0
62,1.0,162876,15.0,10,2.0,1.0,0.0,0.0,1.0,0,0,40,38.0,0
51,4.0,133069,0.0,6,6.0,12.0,4.0,0.0,0.0,0,0,40,38.0,0
33,6.0,118267,7.0,12,0.0,12.0,1.0,0.0,1.0,0,0,60,38.0,0
21,4.0,140001,15.0,10,4.0,1.0,3.0,0.0,1.0,0,0,10,38.0,0
55,4.0,151474,9.0,13,4.0,13.0,2.0,0.0,0.0,0,1590,38,38.0,0
26,4.0,132661,11.0,9,2.0,4.0,5.0,0.0,0.0,5013,0,40,38.0,0
28,4.0,161674,11.0,9,4.0,7.0,4.0,0.0,0.0,0,0,40,38.0,0
53,2.0,130730,11.0,9,0.0,1.0,2.0,0.0,0.0,0,0,35,38.0,0
23,4.0,115458,15.0,10,2.0,12.0,0.0,0.0,1.0,0,0,40,38.0,0
32,4.0,167063,9.0,13,2.0,13.0,0.0,0.0,1.0,0,0,40,38.0,0
28,4.0,113866,11.0,9,0.0,1.0,4.0,0.0,0.0,0,0,40,38.0,0
59,4.0,152731,0.0,6,2.0,14.0,0.0,0.0,1.0,0,0,40,38.0,0
33,1.0,129707,15.0,10,4.0,4.0,1.0,0.0,1.0,0,0,50,38.0,0
51,0.0,123429,11.0,9,2.0,0.0,0.0,0.0,1.0,0,0,40,38.0,0
34,4.0,134886,15.0,10,4.0,1.0,1.0,0.0,0.0,0,0,40,38.0,0
17,4.0,121037,2.0,8,4.0,12.0,3.0,0.0,0.0,0,0,15,38.0,0
51,4.0,168553,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,35,38.0,0
35,4.0,166606,15.0,10,2.0,4.0,0.0,0.0,1.0,0,0,40,38.0,0
28,4.0,134566,9.0,13,2.0,4.0,0.0,0.0,1.0,0,0,45,38.0,0
53,7.0,144586,15.0,10,4.0,11.0,1.0,0.0,0.0,0,0,40,38.0,0
23,4.0,119156,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
44,7.0,144125,9.0,13,0.0,10.0,1.0,0.0,0.0,0,0,40,38.0,0
44,4.0,148316,7.0,12,2.0,8.0,0.0,0.0,1.0,0,0,40,38.0,0
52,4.0,155434,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,48,38.0,0
60,4.0,108969,0.0,6,2.0,3.0,0.0,0.0,1.0,0,0,50,38.0,0
22,7.0,119838,15.0,10,4.0,8.0,3.0,0.0,1.0,0,0,10,38.0,0
40,4.0,165309,15.0,10,2.0,14.0,0.0,0.0,1.0,0,0,43,38.0,0
44,4.0,111067,15.0,10,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
18,0.0,163788,15.0,10,4.0,0.0,3.0,0.0,0.0,0,0,40,38.0,0
19,4.0,144793,1.0,7,4.0,7.0,3.0,0.0,1.0,0,0,40,38.0,0
45,4.0,123075,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,50,38.0,0
28,6.0,160731,9.0,13,2.0,5.0,0.0,0.0,1.0,0,0,50,38.0,0
27,4.0,167501,9.0,13,2.0,10.0,5.0,0.0,0.0,0,0,40,38.0,0
45,4.0,135525,12.0,14,0.0,1.0,4.0,0.0,0.0,0,0,40,38.0,0
67,4.0,162009,0.0,6,2.0,11.0,0.0,0.0,1.0,0,0,16,38.0,0
53,4.0,127671,5.0,4,2.0,7.0,0.0,0.0,1.0,0,0,40,38.0,0
24,7.0,138513,9.0,13,4.0,10.0,1.0,0.0,1.0,0,0,20,38.0,0
17,4.0,127366,0.0,6,4.0,8.0,3.0,0.0,0.0,0,0,20,38.0,0
30,4.0,136331,11.0,9,2.0,1.0,0.0,0.0,1.0,0,0,40,38.0,0
28,4.0,142443,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,40,38.0,0
53,4.0,121441,15.0,10,2.0,12.0,0.0,0.0,1.0,0,0,55,38.0,0
39,4.0,108943,1.0,7,0.0,8.0,4.0,0.0,0.0,0,0,40,38.0,0
33,4.0,152109,7.0,12,2.0,3.0,0.0,0.0,1.0,0,0,45,38.0,0
24,7.0,165201,15.0,10,2.0,1.0,5.0,0.0,0.0,0,0,45,38.0,0
31,4.0,158672,1.0,7,5.0,8.0,1.0,0.0,1.0,0,0,38,32.0,0
57,4.0,109638,15.0,10,2.0,4.0,0.0,0.0,1.0,0,1672,45,38.0,0
21,4.0,118693,15.0,10,4.0,7.0,3.0,0.0,1.0,0,0,40,38.0,0
29,6.0,160786,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,55,38.0,0
22,4.0,124971,9.0,13,4.0,12.0,1.0,0.0,1.0,0,0,40,38.0,0
35,5.0,126738,7.0,12,4.0,5.0,3.0,0.0,1.0,0,0,50,38.0,0
23,0.0,113301,1.0,7,5.0,0.0,1.0,0.0,0.0,0,0,35,38.0,0
18,4.0,120283,2.0,8,4.0,12.0,3.0,0.0,0.0,0,0,24,38.0,0
58,4.0,163150,11.0,9,6.0,9.0,1.0,0.0,0.0,0,0,28,38.0,0
19,6.0,139278,11.0,9,4.0,12.0,3.0,0.0,1.0,0,0,20,38.0,0
20,4.0,116791,11.0,9,4.0,7.0,2.0,0.0,0.0,0,0,40,38.0,0
60,6.0,143932,12.0,14,2.0,4.0,0.0,0.0,1.0,0,0,40,38.0,0
50,4.0,139793,15.0,10,0.0,1.0,4.0,0.0,0.0,3418,0,38,38.0,0
32,4.0,144064,11.0,9,4.0,1.0,4.0,0.0,1.0,0,0,40,38.0,0
29,4.0,108574,11.0,9,0.0,8.0,1.0,0.0,0.0,0,0,30,38.0,0
31,6.0,163845,11.0,9,0.0,8.0,4.0,0.0,0.0,0,0,40,38.0,0
39,6.0,124090,6.0,5,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
56,2.0,114231,0.0,6,6.0,8.0,4.0,0.0,0.0,0,0,25,38.0,0
52,4.0,128814,15.0,10,0.0,8.0,4.0,0.0,0.0,0,0,50,38.0,0
27,4.0,167336,15.0,10,4.0,1.0,1.0,0.0,0.0,0,0,39,38.0,0
27,4.0,109001,15.0,10,2.0,3.0,0.0,0.0,1.0,0,0,49,38.0,0
27,4.0,133937,12.0,14,4.0,12.0,3.0,0.0,1.0,0,0,40,38.0,0
74,0.0,132112,11.0,9,2.0,0.0,0.0,0.0,1.0,0,0,48,38.0,0
28,4.0,113635,2.0,8,4.0,3.0,1.0,0.0,1.0,0,0,40,38.0,0
36,4.0,135293,9.0,13,0.0,10.0,4.0,0.0,0.0,1506,0,45,0.0,0
30,4.0,160594,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
43,7.0,144811,14.0,15,0.0,10.0,1.0,0.0,1.0,0,0,50,38.0,0
22,0.0,142875,0.0,6,4.0,0.0,2.0,0.0,1.0,0,0,40,38.0,0
66,4.0,114447,8.0,11,6.0,10.0,1.0,0.0,0.0,0,0,35,38.0,0
17,4.0,156501,2.0,8,4.0,8.0,3.0,0.0,0.0,0,0,16,38.0,0
61,0.0,161279,11.0,9,6.0,0.0,1.0,0.0,0.0,0,0,36,38.0,0
43,2.0,115603,15.0,10,0.0,1.0,4.0,0.0,0.0,0,0,40,38.0,0
56,2.0,137078,12.0,14,2.0,10.0,0.0,0.0,1.0,0,0,40,38.0,0
17,4.0,137042,0.0,6,4.0,10.0,3.0,0.0,1.0,0,0,20,38.0,0
39,4.0,148485,15.0,10,2.0,3.0,0.0,0.0,1.0,0,0,50,38.0,0
30,4.0,158420,9.0,13,4.0,10.0,1.0,0.0,1.0,0,0,50,20.0,0
28,4.0,142264,8.0,11,4.0,8.0,1.0,0.0,1.0,0,0,40,38.0,0
45,6.0,125892,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,50,38.0,0
18,4.0,112626,15.0,10,4.0,9.0,3.0,0.0,0.0,0,0,15,38.0,0
26,7.0,162487,9.0,13,4.0,10.0,1.0,0.0,1.0,0,0,20,0.0,0
70,0.0,152837,11.0,9,6.0,0.0,4.0,0.0,0.0,0,0,20,38.0,0
32,4.0,125279,11.0,9,0.0,3.0,4.0,0.0,1.0,0,0,99,38.0,0
51,4.0,162944,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
20,7.0,161978,15.0,10,2.0,8.0,0.0,0.0,1.0,0,0,20,38.0,0
71,4.0,139031,11.0,9,6.0,10.0,1.0,0.0,0.0,0,0,40,38.0,0
51,4.0,144284,11.0,9,2.0,14.0,0.0,0.0,1.0,0,0,40,38.0,0
58,4.0,142182,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,25,38.0,0
29,6.0,164607,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
63,4.0,143098,11.0,9,2.0,12.0,0.0,0.0,1.0,4064,0,40,38.0,0
38,5.0,115487,15.0,10,0.0,4.0,1.0,0.0,1.0,0,0,45,38.0,0
24,4.0,157332,15.0,10,4.0,7.0,3.0,0.0,0.0,0,0,42,38.0,0
18,4.0,130389,1.0,7,4.0,8.0,3.0,0.0,1.0,0,0,20,33.0,0
32,4.0,123157,9.0,13,2.0,13.0,0.0,0.0,1.0,0,0,30,0.0,0
38,4.0,161141,11.0,9,0.0,14.0,1.0,0.0,1.0,0,0,40,38.0,0
18,4.0,151747,1.0,7,4.0,8.0,3.0,0.0,1.0,0,0,40,38.0,0
90,4.0,141758,6.0,5,4.0,1.0,1.0,0.0,0.0,0,0,40,38.0,0
35,4.0,113322,8.0,11,2.0,12.0,0.0,0.0,1.0,0,0,40,38.0,0
53,7.0,121294,5.0,4,3.0,8.0,4.0,0.0,0.0,0,0,45,30.0,0
34,0.0,165295,5.0,4,5.0,0.0,4.0,0.0,0.0,0,0,40,25.0,0
39,7.0,141420,15.0,10,2.0,11.0,0.0,0.0,1.0,0,0,40,38.0,0
65,5.0,116057,11.0,9,0.0,12.0,1.0,0.0,0.0,6723,0,40,38.0,0
40,4.0,167265,12.0,14,0.0,10.0,1.0,0.0,1.0,0,0,43,38.0,0
44,4.0,139907,15.0,10,4.0,12.0,3.0,0.0,1.0,0,0,50,38.0,0
42,4.0,155899,7.0,12,2.0,12.0,0.0,0.0,1.0,0,0,45,38.0,0
77,2.0,120408,15.0,10,2.0,11.0,0.0,0.0,1.0,0,0,20,38.0,0
80,4.0,157778,12.0,14,6.0,10.0,1.0,0.0,0.0,0,0,10,38.0,0
21,4.0,143604,15.0,10,4.0,12.0,3.0,0.0,0.0,0,0,8,38.0,0
30,4.0,154843,12.0,14,4.0,10.0,1.0,0.0,1.0,0,0,40,19.0,0
77,0.0,132728,12.0,14,0.0,0.0,1.0,0.0,1.0,0,0,45,38.0,0
30,4.0,137606,11.0,9,2.0,14.0,0.0,0.0,1.0,5013,0,40,38.0,0
43,2.0,115511,15.0,10,2.0,5.0,0.0,0.0,1.0,0,2002,40,38.0,0
19,4.0,125591,15.0,10,4.0,8.0,3.0,0.0,0.0,0,0,40,38.0,0
40,4.0,145166,11.0,9,2.0,3.0,0.0,0.0,1.0,4064,0,40,38.0,0
29,6.0,141185,15.0,10,2.0,5.0,0.0,0.0,1.0,0,0,55,38.0,0
60,0.0,167978,11.0,9,4.0,0.0,1.0,0.0,0.0,0,0,40,38.0,0
20,4.0,166302,11.0,9,4.0,12.0,3.0,0.0,0.0,0,0,20,38.0,0
28,4.0,144063,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,40,38.0,0
32,4.0,152940,7.0,12,4.0,1.0,3.0,0.0,1.0,0,0,30,38.0,0
49,4.0,155489,9.0,13,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
19,4.0,165115,11.0,9,4.0,12.0,1.0,0.0,0.0,0,0,40,38.0,0
34,0.0,112584,11.0,9,5.0,0.0,4.0,0.0,0.0,0,0,40,38.0,0
26,4.0,153169,0.0,6,2.0,6.0,0.0,0.0,1.0,0,0,40,38.0,0
19,4.0,169853,11.0,9,4.0,7.0,3.0,0.0,1.0,0,0,24,38.0,0
47,4.0,154117,11.0,9,5.0,3.0,2.0,0.0,0.0,0,0,40,38.0,0
41,4.0,151856,11.0,9,2.0,11.0,0.0,0.0,1.0,0,0,40,38.0,0
30,4.0,140011,8.0,11,2.0,6.0,0.0,0.0,1.0,0,0,53,38.0,0
20,4.0,132053,11.0,9,4.0,1.0,2.0,0.0,0.0,0,1719,40,38.0,0
36,6.0,119272,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,38,38.0,0
23,4.0,162282,11.0,9,4.0,7.0,3.0,0.0,1.0,0,0,40,38.0,0
26,4.0,108542,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,35,38.0,0
45,4.0,160428,7.0,12,0.0,10.0,4.0,0.0,0.0,0,0,43,38.0,0
53,4.0,159650,5.0,4,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
54,2.0,137678,11.0,9,0.0,8.0,1.0,0.0,0.0,0,0,30,38.0,0
54,4.0,138845,15.0,10,4.0,8.0,1.0,0.0,0.0,0,0,40,38.0,0
19,2.0,169853,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,40,38.0,0
28,6.0,160786,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,40,38.0,0
49,2.0,145290,4.0,3,2.0,8.0,0.0,0.0,1.0,0,0,40,38.0,0
25,4.0,120268,9.0,13,4.0,10.0,3.0,0.0,1.0,0,0,70,38.0,0
36,4.0,128516,11.0,9,0.0,8.0,1.0,0.0,0.0,0,0,20,38.0,0
29,4.0,148550,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
42,4.0,130760,15.0,10,2.0,7.0,0.0,0.0,1.0,0,0,40,38.0,0
22,4.0,144238,1.0,7,4.0,5.0,3.0,0.0,0.0,0,0,38,38.0,0
46,4.0,163229,5.0,4,2.0,14.0,0.0,0.0,1.0,0,0,40,38.0,0
23,7.0,142547,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,40,38.0,0
24,4.0,119704,11.0,9,2.0,1.0,5.0,0.0,0.0,0,0,40,38.0,0
39,4.0,112077,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
31,4.0,147215,2.0,8,0.0,8.0,4.0,0.0,0.0,0,0,21,38.0,0
33,4.0,119017,15.0,10,0.0,1.0,4.0,0.0,0.0,0,0,50,38.0,0
42,4.0,138872,11.0,9,2.0,14.0,0.0,0.0,1.0,0,0,99,38.0,0
18,4.0,115815,15.0,10,4.0,8.0,3.0,0.0,1.0,0,0,20,9.0,0
21,4.0,146499,8.0,11,2.0,1.0,2.0,0.0,0.0,0,1579,40,38.0,0
22,4.0,141003,8.0,11,4.0,8.0,3.0,0.0,1.0,0,0,30,38.0,0
50,2.0,117791,11.0,9,0.0,1.0,1.0,0.0,0.0,0,0,40,38.0,0
20,4.0,119665,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,40,38.0,0
21,4.0,169188,11.0,9,4.0,7.0,3.0,0.0,0.0,0,0,35,38.0,0
29,4.0,115677,1.0,7,4.0,7.0,3.0,0.0,1.0,0,0,42,38.0,0
33,4.0,113364,11.0,9,0.0,1.0,3.0,0.0,1.0,0,0,40,38.0,0
29,4.0,131045,8.0,11,5.0,1.0,4.0,0.0,0.0,0,0,40,38.0,0
30,4.0,110083,8.0,11,4.0,3.0,1.0,0.0,0.0,0,0,40,38.0,0
48,4.0,115585,9.0,13,2.0,12.0,0.0,0.0,1.0,0,0,40,38.0,0
40,4.0,110732,11.0,9,4.0,1.0,3.0,0.0,0.0,0,0,50,38.0,0
28,4.0,153475,9.0,13,4.0,1.0,3.0,0.0,0.0,0,0,16,8.0,0
64,2.0,152172,0.0,6,2.0,7.0,5.0,0.0,1.0,0,0,40,0.0,0
46,6.0,142222,15.0,10,5.0,4.0,4.0,0.0,0.0,1151,0,60,38.0,0
32,4.0,128002,8.0,11,2.0,1.0,5.0,0.0,0.0,0,0,45,38.0,0
36,4.0,154669,9.0,13,4.0,4.0,3.0,0.0,1.0,0,0,55,38.0,0
50,4.0,149784,15.0,10,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
53,4.0,169182,0.0,6,3.0,7.0,1.0,0.0,0.0,0,0,40,4.0,0
17,4.0,165018,0.0,6,4.0,12.0,3.0,0.0,0.0,0,0,10,38.0,0
39,4.0,126569,11.0,9,4.0,3.0,1.0,0.0,1.0,0,0,40,30.0,0
65,0.0,115431,15.0,10,2.0,0.0,0.0,0.0,1.0,0,0,20,38.0,0
19,7.0,156294,15.0,10,4.0,10.0,3.0,0.0,1.0,0,0,25,38.0,0
52,1.0,157454,11.0,9,4.0,7.0,1.0,0.0,0.0,0,0,40,38.0,0
30,4.0,143540,6.0,5,2.0,5.0,0.0,0.0,1.0,0,0,40,38.0,0
22,4.0,131230,9.0,13,4.0,12.0,3.0,0.0,1.0,0,0,40,38.0,0
35,4.0,133454,0.0,6,0.0,7.0,1.0,0.0,1.0,0,0,50,38.0,0
55,4.0,115198,6.0,5,2.0,14.0,5.0,0.0,0.0,0,0,48,38.0,0
40,4.0,130760,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,42,38.0,0
43,4.0,131435,9.0,13,0.0,8.0,1.0,0.0,0.0,0,0,40,38.0,0
23,2.0,117789,8.0,11,4.0,10.0,1.0,0.0,0.0,0,0,50,38.0,0
27,4.0,169544,15.0,10,2.0,7.0,0.0,0.0,1.0,0,0,50,38.0,0
56,4.0,161944,11.0,9,2.0,7.0,0.0,0.0,1.0,0,0,40,38.0,0
21,7.0,140764,15.0,10,4.0,1.0,3.0,0.0,0.0,0,0,12,38.0,0
35,4.0,165767,15.0,10,2.0,7.0,0.0,0.0,1.0,0,0,40,38.0,0
29,4.0,129528,9.0,13,4.0,10.0,1.0,0.0,0.0,0,0,40,38.0,0
37,4.0,130277,4.0,3,5.0,8.0,4.0,0.0,0.0,0,0,40,38.0,0
28,4.0,126743,4.0,3,4.0,8.0,2.0,0.0,1.0,2176,0,52,25.0,0
26,4.0,164583,11.0,9,0.0,12.0,4.0,0.0,0.0,0,0,30,38.0,0
21,4.0,116489,15.0,10,4.0,10.0,3.0,0.0,0.0,0,0,40,38.0,0
50,4.0,128378,4.0,3,2.0,6.0,0.0,0.0,1.0,0,0,55,0.0,0
33,4.0,158416,11.0,9,4.0,7.0,1.0,0.0,1.0,0,0,40,38.0,0
47,6.0,114222,7.0,12,2.0,4.0,0.0,0.0,1.0,0,0,25,38.0,0
26,6.0,109162,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,25,38.0,0
59,4.0,112798,11.0,9,0.0,10.0,4.0,0.0,0.0,0,0,60,38.0,0
29,4.0,132874,11.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
35,4.0,112160,11.0,9,2.0,12.0,0.0,0.0,1.0,0,0,40,38.0,0
36,4.0,151029,5.0,4,2.0,5.0,0.0,0.0,1.0,0,0,55,38.0,0
46,4.0,134242,15.0,10,0.0,4.0,1.0,0.0,0.0,0,0,40,38.0,0
58,4.0,127264,0.0,6,2.0,3.0,0.0,0.0,1.0,0,0,50,38.0,0
38,4.0,114079,11.0,9,2.0,12.0,0.0,0.0,1.0,0,0,44,38.0,0
43,4.0,157473,11.0,9,4.0,12.0,1.0,0.0,0.0,0,0,40,38.0,0
38,2.0,134444,15.0,10,2.0,11.0,0.0,0.0,1.0,0,0,72,38.0,0
20,4.0,126568,11.0,9,4.0,3.0,1.0,0.0,1.0,0,0,40,38.0,0
62,4.0,155915,0.0,6,2.0,7.0,0.0,0.0,1.0,0,0,40,38.0,0
37,4.0,139684,11.0,9,0.0,7.0,1.0,0.0,1.0,0,0,45,38.0,0
39,4.0,111499,9.0,13,4.0,4.0,1.0,0.0,0.0,0,0,40,38.0,0
33,4.0,164748,9.0,13,2.0,14.0,0.0,0.0,1.0,0,0,40,38.0,0
60,2.0,119986,11.0,9,2.0,8.0,0.0,0.0,1.0,0,0,40,38.0,0
59,4.0,116442,15.0,10,2.0,7.0,0.0,0.0,1.0,0,0,50,38.0,0
44,7.0,156642,11.0,9,0.0,10.0,1.0,0.0,0.0,0,0,39,38.0,0
31,4.0,117719,11.0,9,2.0,8.0,0.0,0.0,1.0,0,0,40,31.0,0
45,4.0,120121,9.0,13,2.0,12.0,0.0,0.0,1.0,0,0,50,38.0,0
35,4.0,148903,11.0,9,0.0,12.0,4.0,0.0,0.0,0,0,40,38.0,0
53,4.0,136080,11.0,9,0.0,9.0,1.0,0.0,0.0,0,0,50,38.0,0
18,4.0,166224,11.0,9,4.0,8.0,3.0,0.0,0.0,0,0,20,38.0,0
46,4.0,146919,11.0,9,5.0,12.0,1.0,0.0,0.0,0,0,40,38.0,0
44,0.0,118484,14.0,15,2.0,0.0,0.0,0.0,1.0,0,0,80,38.0,0
47,7.0,156417,15.0,10,0.0,10.0,4.0,0.0,1.0,0,0,20,38.0,0
40,4.0,115161,11.0,9,2.0,14.0,0.0,0.0,1.0,0,0,30,38.0,0
33,4.0,153005,0.0,6,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
57,6.0,138892,1.0,7,2.0,12.0,0.0,0.0,1.0,0,0,15,38.0,0
30,4.0,164190,11.0,9,4.0,1.0,1.0,0.0,1.0,0,0,38,0.0,0
39,4.0,127573,11.0,9,4.0,4.0,1.0,0.0,0.0,2202,0,45,38.0,0
56,4.0,158776,1.0,7,2.0,12.0,0.0,0.0,1.0,0,0,55,38.0,0
28,4.0,164575,15.0,10,2.0,1.0,0.0,0.0,1.0,0,0,40,38.0,0
37,7.0,151322,9.0,13,4.0,10.0,1.0,0.0,1.0,0,0,40,38.0,0
31,4.0,112115,11.0,9,4.0,1.0,3.0,0.0,1.0,0,0,40,38.0,0
24,4.0,113577,15.0,10,4.0,12.0,1.0,0.0,1.0,0,0,40,38.0,0
35,4.0,112271,12.0,14,2.0,1.0,0.0,0.0,1.0,0,0,40,38.0,0
19,4.0,129620,0.0,6,4.0,8.0,2.0,0.0,0.0,0,0,30,38.0,0
60,4.0,167670,9.0,13,2.0,10.0,0.0,0.0,1.0,0,0,35,38.0,0
41,4.0,163322,9.0,13,0.0,13.0,1.0,0.0,0.0,0,0,30,0.0,0
24,4.0,152189,11.0,9,4.0,3.0,3.0,0.0,1.0,0,0,40,38.0,0
69,7.0,159191,15.0,10,6.0,1.0,1.0,0.0,0.0,0,810,38,38.0,0
32,4.0,131379,11.0,9,4.0,8.0,3.0,0.0,0.0,0,0,40,38.0,0
45,4.0,166929,1.0,7,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
22,0.0,145964,11.0,9,4.0,0.0,4.0,0.0,1.0,0,0,40,38.0,0
32,4.0,129020,9.0,13,2.0,8.0,0.0,0.0,1.0,0,0,40,38.0,0
25,1.0,169124,15.0,10,2.0,3.0,0.0,0.0,1.0,0,0,40,38.0,0
49,4.0,168216,5.0,4,2.0,7.0,0.0,0.0,1.0,0,0,48,38.0,0
23,4.0,149224,11.0,9,4.0,12.0,1.0,0.0,1.0,0,0,40,38.0,0
44,2.0,162506,12.0,14,2.0,10.0,0.0,0.0,1.0,0,0,35,38.0,0
32,4.0,155293,2.0,8,0.0,12.0,1.0,0.0,0.0,0,1762,45,38.0,0
19,7.0,165289,15.0,10,4.0,8.0,3.0,0.0,0.0,0,0,40,38.0,0
19,7.0,140985,15.0,10,4.0,8.0,3.0,0.0,1.0,0,0,20,38.0,0
39,5.0,163237,15.0,10,2.0,5.0,0.0,0.0,1.0,0,0,65,38.0,0
55,6.0,157639,6.0,5,2.0,12.0,0.0,0.0,1.0,0,0,58,38.0,0
20,4.0,161978,11.0,9,5.0,7.0,3.0,0.0,1.0,0,0,40,38.0,0
21,4.0,135267,7.0,12,4.0,10.0,1.0,0.0,0.0,0,0,36,38.0,0
46,4.0,110151,8.0,11,0.0,4.0,4.0,0.0,0.0,0,0,45,38.0,0
47,6.0,118506,9.0,13,2.0,4.0,3.0,0.0,1.0,0,0,60,38.0,0
22,4.0,117789,15.0,10,4.0,10.0,3.0,0.0,0.0,0,0,10,38.0,0
40,0.0,161285,15.0,10,2.0,0.0,5.0,0.0,0.0,0,0,25,38.0,0
33,4.0,150154,9.0,13,2.0,12.0,0.0,0.0,1.0,0,0,40,38.0,0
54,4.0,133403,6.0,5,2.0,7.0,0.0,0.0,1.0,0,1902,35,38.0,0
39,4.0,158592,15.0,10,4.0,12.0,3.0,0.0,1.0,0,0,40,38.0,0
20,4.0,117476,15.0,10,4.0,6.0,3.0,0.0,1.0,0,0,40,38.0,0
19,4.0,159269,15.0,10,4.0,8.0,3.0,0.0,1.0,0,0,18,38.0,0
21,4.0,117606,15.0,10,4.0,10.0,1.0,0.0,0.0,0,0,40,38.0,0
34,1.0,148508,15.0,10,0.0,13.0,1.0,0.0,0.0,0,0,40,38.0,0
26,4.0,115717,15.0,10,2.0,1.0,0.0,0.0,1.0,0,2051,40,38.0,0
18,4.0,120029,15.0,10,4.0,1.0,2.0,0.0,0.0,0,0,20,38.0,0
23,4.0,133239,8.0,11,4.0,13.0,1.0,0.0,0.0,0,0,40,38.0,0
26,1.0,169101,15.0,10,4.0,13.0,3.0,0.0,0.0,0,0,40,38.0,0
33,4.0,159442,9.0,13,2.0,8.0,5.0,0.0,0.0,0,0,40,38.0,0
35,4.0,161141,11.0,9,2.0,7.0,0.0,0.0,1.0,0,0,40,38.0,0
55,4.0,132145,6.0,5,2.0,12.0,0.0,0.0,1.0,0,0,45,38.0,0
